"Species_name","Parvorder","Diel_Pattern_2","Diel_Pattern","New_Pattern","Confidence","tips","column","value"
"Phocoena phocoena","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,4,3,3,4,3,3,4,3,3","Phocoena_phocoena","Conf3.2","nocturnal"
"Phocoena phocoena","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,4,3,3,4,3,3,4,3,3","Phocoena_phocoena","Conf3.3","cathemeral"
"Phocoena phocoena","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,4,3,3,4,3,3,4,3,3","Phocoena_phocoena","Conf3.4","cathemeral"
"Phocoena phocoena","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,4,3,3,4,3,3,4,3,3","Phocoena_phocoena","Conf3.5","nocturnal"
"Phocoena phocoena","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,4,3,3,4,3,3,4,3,3","Phocoena_phocoena","Conf3.6","nocturnal"
"Phocoena phocoena","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,4,3,3,4,3,3,4,3,3","Phocoena_phocoena","Conf3.7","nocturnal/crepuscular"
"Phocoena phocoena","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,4,3,3,4,3,3,4,3,3","Phocoena_phocoena","Conf3.8","cathemeral"
"Phocoena phocoena","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,4,3,3,4,3,3,4,3,3","Phocoena_phocoena","Conf4.1","diurnal/cathemeral"
"Phocoena phocoena","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,4,3,3,4,3,3,4,3,3","Phocoena_phocoena","Conf4.2","nocturnal/crepuscular"
"Phocoena phocoena","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,4,3,3,4,3,3,4,3,3","Phocoena_phocoena","Conf4.3","nocturnal"
"Phocoena sinus","Odontoceti","Nocturnal/crepuscular","crepuscular","cathemeral/crepuscular","3","Phocoena_sinus","Conf3.1","cathemeral/crepuscular"
"Phocoena spinipinnis","Odontoceti","Cathemeral","cathemeral",NA,"2,2,1,2,2,0.5","Phocoena_spinipinnis","Conf1.1","nocturnal"
"Phocoena spinipinnis","Odontoceti","Cathemeral","cathemeral",NA,"2,2,1,2,2,0.5","Phocoena_spinipinnis","Conf2.1","unclear/diurnal"
"Phocoena spinipinnis","Odontoceti","Cathemeral","cathemeral",NA,"2,2,1,2,2,0.5","Phocoena_spinipinnis","Conf2.2","diurnal"
"Phocoena spinipinnis","Odontoceti","Cathemeral","cathemeral",NA,"2,2,1,2,2,0.5","Phocoena_spinipinnis","Conf2N.1","unclear/nocturnal"
"Phocoenoides dalli","Odontoceti","Nocturnal/crepuscular","crepuscular","cathemeral/crepuscular","2,3,3","Phocoenoides_dalli","Conf2.1","unclear/crepuscular"
"Phocoenoides dalli","Odontoceti","Nocturnal/crepuscular","crepuscular","cathemeral/crepuscular","2,3,3","Phocoenoides_dalli","Conf3ByS.1","cathemeral/crepuscular"
"Phocoenoides dalli","Odontoceti","Nocturnal/crepuscular","crepuscular","cathemeral/crepuscular","2,3,3","Phocoenoides_dalli","Conf3ByS.2","diurnal/crepuscular"
"Physeter macrocephalus","Odontoceti","Cathemeral","cathemeral","","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf3.1","nocturnal/crepuscular"
"Physeter macrocephalus","Odontoceti","Cathemeral","cathemeral","","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf3.2","nocturnal"
"Physeter macrocephalus","Odontoceti","Cathemeral","cathemeral","","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf3.3","cathemeral"
"Physeter macrocephalus","Odontoceti","Cathemeral","cathemeral","","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf3.4","diurnal"
"Physeter macrocephalus","Odontoceti","Cathemeral","cathemeral","","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf3.5","nocturnal"
"Physeter macrocephalus","Odontoceti","Cathemeral","cathemeral","","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf3.6","cathemeral"
"Physeter macrocephalus","Odontoceti","Cathemeral","cathemeral","","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf3.7","nocturnal/crepuscular"
"Physeter macrocephalus","Odontoceti","Cathemeral","cathemeral","","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf3.8","cathemeral"
"Physeter macrocephalus","Odontoceti","Cathemeral","cathemeral","","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf4.1","diurnal/cathemeral"
"Physeter macrocephalus","Odontoceti","Cathemeral","cathemeral","","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf4.2","cathemeral"
"Physeter macrocephalus","Odontoceti","Cathemeral","cathemeral","","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf4.3","nocturnal"
"Physeter macrocephalus","Odontoceti","Cathemeral","cathemeral","","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf4.4","cathemeral"
"Physeter macrocephalus","Odontoceti","Cathemeral","cathemeral","","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf4.5","diurnal"
"Platanista gangetica","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,2,3","Platanista_gangetica","Conf2.1","unclear/crepuscular"
"Platanista gangetica","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,2,3","Platanista_gangetica","Conf3.1","cathemeral/crepuscular"
"Platanista gangetica","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,2,3","Platanista_gangetica","Conf3.2","nocturnal"
"Platanista gangetica","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,2,3","Platanista_gangetica","Conf3.3","nocturnal/crepuscular"
"Platanista minor","Odontoceti","Nocturnal/crepuscular","crepuscular","","3, 1","Platanista_minor","Conf1.1","nocturnal"
"Platanista minor","Odontoceti","Nocturnal/crepuscular","crepuscular","","3, 1","Platanista_minor","Conf3.1","nocturnal/crepuscular"
"Pontoporia blainvillei","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,1,3,3","Pontoporia_blainvillei","Conf1.1","nocturnal"
"Pontoporia blainvillei","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,1,3,3","Pontoporia_blainvillei","Conf3.1","nocturnal"
"Pontoporia blainvillei","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,1,3,3","Pontoporia_blainvillei","Conf3.2","cathemeral"
"Pontoporia blainvillei","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,1,3,3","Pontoporia_blainvillei","Conf3.3","nocturnal/crepuscular"
"Pontoporia blainvillei","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,1,3,3","Pontoporia_blainvillei","Conf3.4","nocturnal/cathemeral"
"Pseudorca crassidens","Odontoceti","Diurnal","diurnal","diurnal","5,4, 4, 4","Pseudorca_crassidens","Conf4.1","diurnal"
"Pseudorca crassidens","Odontoceti","Diurnal","diurnal","diurnal","5,4, 4, 4","Pseudorca_crassidens","Conf4.2","diurnal"
"Pseudorca crassidens","Odontoceti","Diurnal","diurnal","diurnal","5,4, 4, 4","Pseudorca_crassidens","Conf4.3","diurnal"
"Pseudorca crassidens","Odontoceti","Diurnal","diurnal","diurnal","5,4, 4, 4","Pseudorca_crassidens","Conf5.1","diurnal"
"Sotalia fluviatilis","Odontoceti","Cathemeral","cathemeral","","3,2,2,3","Sotalia_fluviatilis","Conf2.1","unclear/crepuscular"
"Sotalia fluviatilis","Odontoceti","Cathemeral","cathemeral","","3,2,2,3","Sotalia_fluviatilis","Conf3.1","diurnal"
"Sotalia fluviatilis","Odontoceti","Cathemeral","cathemeral","","3,2,2,3","Sotalia_fluviatilis","Conf3.2","cathemeral"
"Sotalia guianensis","Odontoceti","Cathemeral","cathemeral","","3,2,2,2,2","Sotalia_guianensis","Conf2.1","unclear/crepuscular"
"Sotalia guianensis","Odontoceti","Cathemeral","cathemeral","","3,2,2,2,2","Sotalia_guianensis","Conf2.2","unclear/crepuscular"
"Sotalia guianensis","Odontoceti","Cathemeral","cathemeral","","3,2,2,2,2","Sotalia_guianensis","Conf2N.1","unclear/nocturnal"
"Sotalia guianensis","Odontoceti","Cathemeral","cathemeral","","3,2,2,2,2","Sotalia_guianensis","Conf3.1","cathemeral"
"Sousa chinensis","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,3,3,2,3","Sousa_chinensis","Conf3.1","nocturnal"
"Sousa chinensis","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,3,3,2,3","Sousa_chinensis","Conf3.2","nocturnal"
"Sousa chinensis","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,3,3,2,3","Sousa_chinensis","Conf3.3","nocturnal/crepuscular"
"Sousa chinensis","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,3,3,2,3","Sousa_chinensis","Conf3.4","cathemeral"
"Sousa chinensis","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,3,3,2,3","Sousa_chinensis","Conf3.5","nocturnal"
"Sousa chinensis","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,3,3,2,3","Sousa_chinensis","Conf3.6","nocturnal"
"Sousa plumbea","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,2","Sousa_plumbea","Conf2.1","unclear/crepuscular"
"Sousa plumbea","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,2","Sousa_plumbea","Conf3.1","nocturnal"
"Sousa plumbea","Odontoceti","Nocturnal/crepuscular","crepuscular","","3,3,2","Sousa_plumbea","Conf3.2","nocturnal/crepuscular"
"Sousa teuszii","Odontoceti","Nocturnal","nocturnal","nocturnal","2,3,2","Sousa_teuszii","Conf3.1","nocturnal"
"Stenella attenuata","Odontoceti","Nocturnal/crepuscular","crepuscular","nocturnal","2,4,4,4,3","Stenella_attenuata","Conf3.1","nocturnal"
"Stenella attenuata","Odontoceti","Nocturnal/crepuscular","crepuscular","nocturnal","2,4,4,4,3","Stenella_attenuata","Conf4.1","nocturnal"
"Stenella attenuata","Odontoceti","Nocturnal/crepuscular","crepuscular","nocturnal","2,4,4,4,3","Stenella_attenuata","Conf4.2","nocturnal"
"Stenella attenuata","Odontoceti","Nocturnal/crepuscular","crepuscular","nocturnal","2,4,4,4,3","Stenella_attenuata","Conf4.3","nocturnal/crepuscular"
"Stenella clymene","Odontoceti","Nocturnal","nocturnal",NA,"1,1,2,1","Stenella_clymene","Conf1.1","nocturnal"
"Stenella clymene","Odontoceti","Nocturnal","nocturnal",NA,"1,1,2,1","Stenella_clymene","Conf1.2","diurnal"
"Stenella clymene","Odontoceti","Nocturnal","nocturnal",NA,"1,1,2,1","Stenella_clymene","Conf1.3","nocturnal"
"Stenella coeruleoalba","Odontoceti","Nocturnal","nocturnal","nocturnal","2,3,3,3,1","Stenella_coeruleoalba","Conf1.1","nocturnal"
"Stenella coeruleoalba","Odontoceti","Nocturnal","nocturnal","nocturnal","2,3,3,3,1","Stenella_coeruleoalba","Conf3.1","nocturnal"
"Stenella coeruleoalba","Odontoceti","Nocturnal","nocturnal","nocturnal","2,3,3,3,1","Stenella_coeruleoalba","Conf3.2","nocturnal"
"Stenella coeruleoalba","Odontoceti","Nocturnal","nocturnal","nocturnal","2,3,3,3,1","Stenella_coeruleoalba","Conf3.3","nocturnal"
"Stenella frontalis","Odontoceti","Nocturnal","nocturnal","nocturnal","2,2,3","Stenella_frontalis","Conf2.1","nocturnal"
"Stenella frontalis","Odontoceti","Nocturnal","nocturnal","nocturnal","2,2,3","Stenella_frontalis","Conf2.2","diurnal"
"Stenella frontalis","Odontoceti","Nocturnal","nocturnal","nocturnal","2,2,3","Stenella_frontalis","Conf3.1","nocturnal"
"Stenella longirostris","Odontoceti","Nocturnal","nocturnal","","4,2,2,4 2,3,3,2","Stenella_longirostris","Conf2.2","nocturnal/cathemeral"
"Stenella longirostris","Odontoceti","Nocturnal","nocturnal","","4,2,2,4 2,3,3,2","Stenella_longirostris","Conf2.3","nocturnal"
"Stenella longirostris","Odontoceti","Nocturnal","nocturnal","","4,2,2,4 2,3,3,2","Stenella_longirostris","Conf2N.1","nocturnal"
"Stenella longirostris","Odontoceti","Nocturnal","nocturnal","","4,2,2,4 2,3,3,2","Stenella_longirostris","Conf3.1","nocturnal/crepuscular"
"Stenella longirostris","Odontoceti","Nocturnal","nocturnal","","4,2,2,4 2,3,3,2","Stenella_longirostris","Conf3.2","nocturnal"
"Stenella longirostris","Odontoceti","Nocturnal","nocturnal","","4,2,2,4 2,3,3,2","Stenella_longirostris","Conf4.1","nocturnal"
"Stenella longirostris","Odontoceti","Nocturnal","nocturnal","","4,2,2,4 2,3,3,2","Stenella_longirostris","Conf4.2","nocturnal"
"Steno bredanensis","Odontoceti","Nocturnal/crepuscular","crepuscular","nocturnal/crepuscular","4,2,2,4 ","Steno_bredanensis","Conf2.1","unclear/nocturnal"
"Steno bredanensis","Odontoceti","Nocturnal/crepuscular","crepuscular","nocturnal/crepuscular","4,2,2,4 ","Steno_bredanensis","Conf2.2","unclear/nocturnal"
"Steno bredanensis","Odontoceti","Nocturnal/crepuscular","crepuscular","nocturnal/crepuscular","4,2,2,4 ","Steno_bredanensis","Conf4.1","nocturnal/crepuscular"
"Steno bredanensis","Odontoceti","Nocturnal/crepuscular","crepuscular","nocturnal/crepuscular","4,2,2,4 ","Steno_bredanensis","Conf4.2","nocturnal/crepuscular"
"Tursiops aduncus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,3,3,2,2,4,2,1,1,2","Tursiops_aduncus","Conf1.1","diurnal"
"Tursiops aduncus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,3,3,2,2,4,2,1,1,2","Tursiops_aduncus","Conf1.2","diurnal"
"Tursiops aduncus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,3,3,2,2,4,2,1,1,2","Tursiops_aduncus","Conf2.1","unclear/crepuscular"
"Tursiops aduncus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,3,3,2,2,4,2,1,1,2","Tursiops_aduncus","Conf2.2","unclear/crepuscular"
"Tursiops aduncus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,3,3,2,2,4,2,1,1,2","Tursiops_aduncus","Conf2.3","unclear/crepuscular"
"Tursiops aduncus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,3,3,2,2,4,2,1,1,2","Tursiops_aduncus","Conf2.5","unclear/crepuscular"
"Tursiops aduncus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,3,3,2,2,4,2,1,1,2","Tursiops_aduncus","Conf3.1","nocturnal"
"Tursiops aduncus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,3,3,2,2,4,2,1,1,2","Tursiops_aduncus","Conf3ByS.1","nocturnal/crepuscular"
"Tursiops aduncus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,3,3,2,2,4,2,1,1,2","Tursiops_aduncus","Conf4.1","nocturnal"
"Tursiops aduncus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,3,3,2,2,4,2,1,1,2","Tursiops_aduncus","Conf5.1","diurnal"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf2.1","unclear/crepuscular"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf2.2","unclear/nocturnal"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf2.3","unclear/crepuscular"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf3.1","nocturnal/crepuscular"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf3.2","diurnal"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf3.3","cathemeral"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf3.4","cathemeral"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf3.5","cathemeral/crepuscular"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf3.6","diurnal/crepuscular"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf4.1","cathemeral/crepuscular"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf4.2","cathemeral/crepuscular"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf4.3","cathemeral/crepuscular"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf4.4","cathemeral/crepuscular"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf5.1","diurnal"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf5.2","diurnal"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf5.3","diurnal"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf5.4","cathemeral"
"Ziphius cavirostris","Odontoceti","Cathemeral","cathemeral","cathemeral","4,4,4,4,3,3,3,3","Ziphius_cavirostris","Conf3.1","cathemeral"
"Ziphius cavirostris","Odontoceti","Cathemeral","cathemeral","cathemeral","4,4,4,4,3,3,3,3","Ziphius_cavirostris","Conf3.2","cathemeral"
"Ziphius cavirostris","Odontoceti","Cathemeral","cathemeral","cathemeral","4,4,4,4,3,3,3,3","Ziphius_cavirostris","Conf3.3","cathemeral"
"Ziphius cavirostris","Odontoceti","Cathemeral","cathemeral","cathemeral","4,4,4,4,3,3,3,3","Ziphius_cavirostris","Conf3.4","cathemeral"
"Ziphius cavirostris","Odontoceti","Cathemeral","cathemeral","cathemeral","4,4,4,4,3,3,3,3","Ziphius_cavirostris","Conf4.1","cathemeral"
"Ziphius cavirostris","Odontoceti","Cathemeral","cathemeral","cathemeral","4,4,4,4,3,3,3,3","Ziphius_cavirostris","Conf4.2","cathemeral"
"Ziphius cavirostris","Odontoceti","Cathemeral","cathemeral","cathemeral","4,4,4,4,3,3,3,3","Ziphius_cavirostris","Conf4.3","cathemeral"
